chauffeur_nom,avg_retard_minutes
Alex Marin,6.9958932238193015
Noa Vincent,6.223360655737705
Taylor Marin,6.437785678009142
Cameron Faure,6.965587044534413
Morgan Moreau,6.307992202729045
Drew Blanc,6.2691924227318045
Riley Rousseau,6.862068965517241
Morgan Rousseau,6.807653575025176
Maya Faure,6.456243854473943
Sasha Vincent,7.214437367303609
Noa Bernard,7.16247582205029
Riley Petit,6.965587044534413
Robin Rousseau,6.60233918128655
Sam Lefevre,7.030938123752495
Riley Rousseau,6.5181644359464626
Alex Bernard,6.741902834008097
Chris Marin,6.975806451612903
Jordan Fontaine,6.932489451476793
Luca Vincent,7.557312252964427
Sam Marin,6.44466800804829
Sam Chevalier,6.594142259414226
Taylor Robin,6.640081799591002
Sky Giraud,7.081780538302278
Taylor Faure,7.049740932642487
Luca Blanc,6.872469635627531
Robin Mercier,6.465254798146923
Zoe Moreau,6.594142259414226
Maya Faure,7.007905138339921
Jordan Robin,6.444664031620554
Luca Rousseau,6.70397842211733
Taylor Vincent,6.656015037593985
Jamie Vincent,6.60233918128655
Drew Robin,6.859213250517598
Jamie Garnier,6.606862745098039
Cameron Garnier,6.859213250517598
Sky Rousseau,6.462301587301587
Sasha Fontaine,7.3037475345167655
Maya Moreau,6.560951437066402
Chris Perrin,6.257692307692308
Riley Dupont,6.20985401459854
Luca Blanc,6.613095238095238
Casey Mercier,6.245579567779961
Owen Perrin,6.931464174454828
Cameron Chevalier,7.163672654690619
Sam Laurent,6.967010309278351
Maya Mercier,6.348884381338743
Owen Fontaine,6.807302231237323
Casey Fontaine,7.004098360655738
Luca Marin,7.47119341563786
Chris Rousseau,6.576470588235294
Taylor Moreau,6.590361445783133
Riley Marin,6.965587044534413
Robin Fontaine,6.311890838206628
Jordan Bourgeois,6.6895522388059705
Jamie Bourgeois,6.831325301204819
Sasha Rousseau,7.008056394763344
Cameron Faure,6.444664031620554
Casey Marin,6.342281879194631
Sky Robin,7.036734693877551
Sasha Bourgeois,6.590361445783133
Drew Garnier,6.462301587301587
Jamie Marin,6.485537190082645
Cameron Rousseau,6.2824267782426775
Jordan Blanc,6.462301587301587
Chris Moreau,6.693251533742331
Jordan Moreau,6.562118126272912
Sky Rousseau,7.3037475345167655
Alex Dupont,6.851084812623274
Sasha Blanc,6.855194123819517
Sasha Perrin,6.978813559322034
Riley Garnier,6.831325301204819
Robin Giraud,6.4760994263862335
Riley Robin,6.444664031620554
Taylor Bourgeois,6.506478209658422
Taylor Chevalier,6.414529914529915
Cameron Rousseau,6.541338582677166
Morgan Rousseau,6.462301587301587
Luca Rousseau,6.443548387096774
Sky Perrin,6.748414376321353
Drew Vincent,6.414529914529915
Alex Moreau,6.590361445783133
Sam Rousseau,6.294589178356714
Jordan Petit,6.534798534798535
Riley Moreau,6.679631525076766
Riley Garnier,6.736434108527132
Ariel Faure,6.679462571976967
Zoe Faure,6.711538461538462
Sam Giraud,6.429435483870968
Zoe Vincent,6.4600577478344565
Maya Moreau,7.05511811023622
Drew Bernard,7.47119341563786
Maya Bourgeois,6.628256513026052
Casey Bourgeois,6.353405725567621
Sam Bourgeois,6.895119418483905
Cameron Moreau,6.534798534798535
Ariel Petit,7.16247582205029
Sasha Chevalier,7.16247582205029
Sasha Dupont,6.980119284294235
Jamie Garnier,6.576470588235294
Maya Faure,6.693251533742331
Zoe Rousseau,6.735632183908046
Riley Bourgeois,6.760847628657921
Robin Rousseau,6.738800827015851
Ariel Bourgeois,6.562118126272912
Noa Rousseau,6.5602409638554215
Jamie Dupont,6.92578125
Ariel Perrin,6.947261663286004
Sky Laurent,6.311890838206628
Casey Laurent,6.245579567779961
Ariel Rousseau,6.654614652711703
Luca Giraud,6.953299492385787
Owen Faure,6.967010309278351
Sky Bernard,6.595978062157221
Maya Bourgeois,7.004098360655738
Owen Garnier,6.698924731182796
Jordan Rousseau,6.562118126272912
Noa Mercier,6.44466800804829
Alex Perrin,6.488465396188566
Maya Dupont,7.05511811023622
Sasha Lefevre,6.771060455896928
Owen Bernard,7.007905138339921
Jamie Petit,7.272369714847591
Jamie Moreau,6.465048543689321
Maya Fontaine,7.0772357723577235
Cameron Dupont,6.6007827788649704
Morgan Blanc,7.017857142857143
Luca Petit,7.002036659877801
Sam Fontaine,6.640081799591002
Casey Vincent,6.698924731182796
Zoe Robin,6.123015873015873
Riley Rousseau,6.495884773662551
Maya Dupont,6.44466800804829
Casey Petit,7.214437367303609
Owen Mercier,6.1689059500959695
Cameron Fontaine,6.458706467661692
Noa Faure,6.414529914529915
Robin Chevalier,6.4070247933884295
Ariel Perrin,6.383268482490273
Robin Perrin,6.570564516129032
Noa Faure,7.017857142857143
Chris Garnier,7.004098360655738
Alex Mercier,6.367469879518072
Alex Giraud,6.975806451612903
Robin Garnier,6.726114649681529
Ariel Bourgeois,7.017857142857143
Jamie Dupont,6.5546719681908545
Robin Blanc,6.311890838206628
Sasha Laurent,6.872469635627531
Riley Chevalier,6.307992202729045
Sam Mercier,6.641050583657588
Cameron Fontaine,6.645582329317269
Owen Blanc,6.769154228855721
Jamie Dupont,6.6819126819126815
Ariel Rousseau,6.807302231237323
Morgan Dupont,6.889683350357507
Casey Perrin,6.294589178356714
Cameron Garnier,6.787593984962406
Noa Bourgeois,6.640081799591002
Alex Chevalier,6.9411764705882355
Drew Rousseau,6.311890838206628
Noa Garnier,6.656015037593985
Riley Perrin,6.49505928853755
Jamie Robin,6.4070247933884295
Chris Bernard,6.967010309278351
Zoe Bernard,6.294589178356714
Cameron Blanc,6.709020368574199
Robin Robin,6.787593984962406
Jamie Blanc,6.726114649681529
Noa Laurent,6.2824267782426775
Riley Garnier,6.560951437066402
Morgan Bernard,6.993548387096774
Ariel Laurent,6.717267552182163
Jordan Laurent,6.711538461538462
Drew Giraud,6.341661039837947
Cameron Lefevre,7.118681318681318
Luca Moreau,6.488888888888889
Cameron Petit,6.936781609195402
Jamie Moreau,6.975806451612903
Jamie Robin,6.693251533742331
Taylor Giraud,6.656015037593985
Riley Marin,6.693251533742331
Ariel Bourgeois,6.656015037593985
Cameron Bernard,6.408536585365853
Jordan Lefevre,7.014084507042254
Alex Rousseau,6.651779483600837
Owen Lefevre,6.83234126984127
Sasha Bourgeois,7.118681318681318
Taylor Mercier,6.693251533742331
Casey Giraud,6.717267552182163
Zoe Bernard,6.6605691056910565
Casey Lefevre,6.330798479087452
Maya Garnier,6.8318401102687805
Sasha Rousseau,6.2824267782426775
Noa Lefevre,6.6605691056910565
Alex Robin,6.60233918128655
Zoe Bourgeois,6.862003780718337
Riley Moreau,6.1689059500959695
Noa Perrin,6.44955044955045
Robin Robin,6.518304431599229
Sam Laurent,6.836755646817249
Alex Bourgeois,6.965587044534413
Taylor Perrin,6.4070247933884295
Ariel Perrin,6.875490196078432
Cameron Perrin,6.980119284294235
Morgan Mercier,7.214437367303609
Taylor Moreau,6.450292397660819
Chris Lefevre,6.541795665634675
Robin Laurent,6.245579567779961
Alex Lefevre,6.590361445783133
Jamie Garnier,7.05511811023622
Sky Giraud,7.002036659877801
Sasha Giraud,6.503315649867374
Noa Laurent,6.60233918128655
Morgan Bernard,6.859213250517598
Jordan Moreau,7.007905138339921
Ariel Garnier,6.6819126819126815
Maya Robin,6.693251533742331
Alex Perrin,6.640081799591002
Zoe Blanc,6.245579567779961
Alex Giraud,6.311890838206628
Drew Marin,6.408536585365853
Zoe Fontaine,6.20985401459854
Zoe Petit,6.2437137330754355
Jordan Bourgeois,6.638164754953076
Sasha Lefevre,7.557312252964427
Luca Giraud,6.687374749498998
Morgan Rousseau,6.990215264187867
Jordan Rousseau,6.899143672692674
Sky Petit,6.691521961184883
Sasha Perrin,7.133333333333334
Alex Robin,6.947261663286004
Robin Moreau,6.123015873015873
Noa Rousseau,6.807302231237323
Sasha Rousseau,6.8350622406639
Jordan Marin,6.922290388548057
Robin Giraud,7.268415741675076
Jordan Bourgeois,6.7075848303393215
Alex Chevalier,6.518304431599229
Chris Petit,6.59916054564533
Luca Fontaine,6.922290388548057
Riley Petit,6.845853658536585
Maya Garnier,6.2824267782426775
Zoe Garnier,6.259189443920829
Casey Fontaine,6.490856592877767
Cameron Chevalier,6.715254237288136
Luca Laurent,6.656015037593985
Sam Fontaine,7.002036659877801
Luca Chevalier,6.1689059500959695
Owen Fontaine,6.2437137330754355
Owen Bourgeois,6.44466800804829
Luca Lefevre,6.5181644359464626
Zoe Perrin,7.273006134969325
Jordan Dupont,6.245579567779961
Taylor Fontaine,6.492509363295881
Chris Rousseau,6.557943925233645
Cameron Lefevre,7.036734693877551
Zoe Mercier,6.957528957528957
Jamie Mercier,6.922606924643585
Casey Rousseau,6.862068965517241
Ariel Bourgeois,6.691601049868766
Zoe Rousseau,6.576470588235294
Owen Vincent,6.417582417582418
Owen Moreau,6.1689059500959695
Sam Lefevre,6.693251533742331
Riley Dupont,6.223360655737705
Jamie Faure,6.922290388548057
Cameron Faure,6.444664031620554
Noa Laurent,7.133333333333334
Luca Blanc,6.488888888888889
Cameron Blanc,6.864809081527348
Jordan Rousseau,6.862068965517241
Chris Lefevre,6.963165075034106
Drew Bernard,7.283851554663992
Drew Fontaine,6.789526686807654
Ariel Laurent,6.696761530912659
Casey Faure,6.594142259414226
Maya Petit,6.450757575757576
Owen Bourgeois,6.471751412429379
Jamie Chevalier,6.807302231237323
Chris Garnier,6.784332688588008
Sam Bourgeois,7.004036326942482
Alex Fontaine,6.766834170854271
Sky Giraud,6.488888888888889
Chris Bourgeois,6.562118126272912
Owen Rousseau,6.804393305439331
Owen Perrin,6.711538461538462
Zoe Bourgeois,7.118681318681318
Noa Faure,6.640081799591002
Luca Bernard,6.594142259414226
Morgan Lefevre,6.462301587301587
Cameron Marin,6.993743482794578
Casey Marin,6.554869684499314
Casey Laurent,6.726114649681529
Drew Lefevre,6.7156580211335255
Zoe Giraud,6.748414376321353
Cameron Moreau,6.693251533742331
Cameron Laurent,6.862068965517241
Robin Dupont,6.846960167714885
Maya Lefevre,6.965587044534413
Robin Marin,6.59765625
Casey Marin,6.590361445783133
Drew Garnier,6.393302692055154
Jamie Dupont,6.872469635627531
Drew Dupont,6.862068965517241
Robin Fontaine,6.20985401459854
Zoe Bernard,6.993548387096774
Chris Bernard,7.039054470709147
Casey Petit,6.932307692307693
Riley Blanc,6.253240279162513
Casey Garnier,6.726114649681529
Sky Petit,6.57085020242915
Maya Petit,7.214437367303609
Owen Chevalier,6.748414376321353
Taylor Perrin,7.01875
Riley Bourgeois,6.367469879518072
Drew Rousseau,6.311890838206628
Alex Petit,6.408536585365853
Riley Faure,6.518304431599229
Robin Giraud,7.557312252964427
Drew Faure,7.214437367303609
Jamie Marin,6.4070247933884295
Maya Giraud,6.353750860289058
Zoe Robin,6.492509363295881
Drew Fontaine,6.5181644359464626
Ariel Marin,6.474206349206349
Sasha Lefevre,6.782580222658808
Alex Moreau,6.861568247821878
Owen Vincent,7.0328879753340185
Drew Rousseau,6.878265155248891
Luca Mercier,6.522574447646494
Drew Marin,6.311890838206628
Zoe Petit,6.590361445783133
Sky Giraud,7.085
Ariel Mercier,6.9809322033898304
Maya Bourgeois,7.002036659877801
Alex Rousseau,6.922290388548057
Sam Bernard,6.54989816700611
Sasha Lefevre,6.767911200807266
Sky Fontaine,7.47119341563786
Jamie Rousseau,6.6819126819126815
Chris Dupont,7.47119341563786
Chris Bernard,6.66247582205029
Luca Rousseau,6.223360655737705
Jordan Petit,6.713997985901309
Robin Chevalier,6.752284263959391
Casey Faure,6.730348258706468
Riley Robin,6.967010309278351
Alex Blanc,6.978813559322034
Ariel Rousseau,7.214437367303609
Maya Rousseau,7.036734693877551
Casey Blanc,7.008602150537635
Sasha Lefevre,7.0772357723577235
Sam Garnier,6.4760994263862335
Chris Fontaine,7.252049180327869
Casey Petit,6.5181644359464626
Robin Giraud,6.590361445783133
Taylor Rousseau,6.687374749498998
Cameron Giraud,6.771058315334773
Robin Vincent,6.783968719452591
Ariel Perrin,6.839622641509434
Sam Petit,6.8844953173777315
Taylor Rousseau,7.05511811023622
Robin Giraud,6.488888888888889
Robin Marin,6.6605691056910565
Maya Bernard,6.922606924643585
Ariel Bernard,6.130612244897959
Sam Mercier,7.133333333333334
Cameron Lefevre,6.783673469387755
Ariel Rousseau,6.562118126272912
Cameron Petit,6.446787148594377
Noa Chevalier,7.017857142857143
Drew Marin,6.773399014778325
Owen Robin,6.862003780718337
Alex Garnier,6.6605691056910565
Noa Rousseau,6.2437137330754355
Jamie Bernard,6.980119284294235
Zoe Mercier,6.1689059500959695
Riley Marin,6.954268292682927
Noa Faure,6.562118126272912
Riley Moreau,6.978813559322034
Owen Moreau,6.6819126819126815
Luca Blanc,6.712121212121212
Morgan Rousseau,6.7008032128514055
Sam Chevalier,6.690246516613076
Taylor Bourgeois,6.990215264187867
Zoe Giraud,7.47119341563786
Chris Bernard,6.783673469387755
Maya Lefevre,6.679462571976967
Ariel Bernard,6.992015968063872
Ariel Giraud,6.783673469387755
Alex Chevalier,6.640081799591002
Owen Robin,6.440891472868217
Cameron Garnier,6.802693602693603
Cameron Bourgeois,7.126024590163935
Ariel Laurent,6.735632183908046
Taylor Chevalier,6.448897795591182
Owen Bernard,7.007905138339921
Sasha Giraud,6.257692307692308
Casey Chevalier,6.8446700507614215
Robin Marin,7.118681318681318
Chris Bourgeois,6.92578125
Casey Garnier,7.092814371257485
Luca Fontaine,6.27348643006263
Cameron Robin,7.002036659877801
Robin Fontaine,7.01875
Robin Lefevre,6.993548387096774
Taylor Faure,6.414529914529915
Riley Dupont,6.20985401459854
Jamie Giraud,6.123015873015873
Riley Chevalier,7.214437367303609
Chris Perrin,6.711538461538462
Taylor Robin,6.679462571976967
Maya Robin,6.20985401459854
Maya Bourgeois,6.646245059288537
Chris Bourgeois,6.534798534798535
Zoe Moreau,6.862003780718337
Sky Blanc,6.990215264187867
Owen Bernard,6.849846782431052
Drew Petit,7.109018830525272
Drew Rousseau,7.05327868852459
Zoe Laurent,6.593501326259947
Casey Lefevre,7.16247582205029
Zoe Robin,6.980119284294235
Sasha Garnier,7.008602150537635
Jordan Laurent,6.980119284294235
Sam Bernard,6.534798534798535
Sam Marin,6.900314795383001
Maya Marin,6.324873096446701
Chris Blanc,6.978813559322034
Ariel Rousseau,6.965587044534413
Maya Laurent,6.534798534798535
Morgan Moreau,6.812375249500998
Jordan Dupont,7.47119341563786
Jordan Petit,7.03725881570193
Sky Laurent,6.525172754195459
Sky Bourgeois,6.414529914529915
Morgan Robin,6.609661835748792
Alex Moreau,7.3037475345167655
Sasha Chevalier,6.467980295566503
Chris Laurent,6.753951890034364
Luca Dupont,6.975806451612903
Alex Petit,6.868534482758621
Jamie Marin,6.830111902339776
Noa Chevalier,6.862068965517241
Luca Vincent,6.408536585365853
Chris Rousseau,7.007905138339921
Drew Faure,6.730769230769231
Jordan Petit,6.606862745098039
Jamie Rousseau,7.16247582205029
Maya Fontaine,6.6166495375128465
Luca Giraud,6.294589178356714
Zoe Bourgeois,7.315096251266464
Cameron Bernard,6.432264736297828
Sky Moreau,6.687374749498998
Morgan Rousseau,6.130612244897959
Owen Dupont,7.05511811023622
Owen Chevalier,6.993548387096774
Drew Giraud,6.975806451612903
Morgan Perrin,6.755081300813008
Owen Robin,6.783673469387755
Riley Moreau,6.396825396825397
Luca Giraud,6.657198824681685
Luca Rousseau,6.5560081466395115
Chris Petit,6.922290388548057
Morgan Vincent,6.656015037593985
Casey Robin,6.60233918128655
Maya Laurent,6.130612244897959
Riley Moreau,7.133333333333334
Robin Rousseau,6.324873096446701
Ariel Fontaine,6.6603960396039605
Alex Bourgeois,7.002036659877801
Maya Garnier,6.429435483870968
Chris Vincent,6.735632183908046
Chris Rousseau,6.63627546071775
Cameron Robin,6.29296875
Chris Bourgeois,6.730846774193548
Casey Giraud,6.698924731182796
Zoe Fontaine,6.4070247933884295
Maya Mercier,7.16247582205029
Taylor Bernard,6.595978062157221
Robin Giraud,6.711538461538462
Casey Rousseau,6.245579567779961
Chris Lefevre,6.905503634475597
Zoe Rousseau,6.44466800804829
Jamie Rousseau,6.877593360995851
Jordan Bourgeois,6.957528957528957
Sasha Giraud,7.002036659877801
Ariel Garnier,7.117708333333334
Alex Moreau,6.640081799591002
Luca Laurent,6.990215264187867
Jordan Petit,7.004098360655738
Morgan Laurent,6.534798534798535
Morgan Rousseau,6.3419155509783725
Drew Perrin,6.2437137330754355
Sky Rousseau,6.373517786561265
Sam Bernard,6.270321361058601
Alex Faure,6.748125937031484
Robin Perrin,6.964
Taylor Blanc,6.957528957528957
Luca Petit,6.20985401459854
Noa Lefevre,7.036734693877551
Ariel Dupont,7.002036659877801
Sky Moreau,6.954268292682927
Ariel Fontaine,6.6492829204693615
Drew Petit,6.939362795477903
Morgan Fontaine,6.488888888888889
Sam Blanc,6.711538461538462
Riley Petit,6.980119284294235
Jamie Rousseau,6.414529914529915
Morgan Giraud,6.735632183908046
Sam Laurent,6.1689059500959695
Alex Fontaine,6.804040404040404
Chris Blanc,6.735632183908046
Sky Laurent,7.133333333333334
Drew Faure,6.367469879518072
Jamie Petit,6.945378151260504
Luca Chevalier,6.6580259222333
Maya Bourgeois,6.58469387755102
Alex Fontaine,7.252049180327869
Zoe Giraud,6.698924731182796
Sasha Fontaine,6.414529914529915
Drew Mercier,6.534798534798535
Ariel Robin,6.5181644359464626
Chris Vincent,7.163672654690619
Zoe Chevalier,6.414529914529915
Riley Marin,6.2824267782426775
Morgan Dupont,6.957528957528957
Owen Chevalier,6.59765625
Chris Chevalier,6.478915662650603
Drew Perrin,6.60233918128655
Chris Petit,6.488888888888889
Jordan Garnier,6.679462571976967
Jordan Petit,7.220871327254306
Chris Robin,6.448897795591182
Chris Rousseau,6.938733125649014
Jamie Robin,6.70622009569378
Alex Vincent,6.414529914529915
Jamie Fontaine,6.414529914529915
Jordan Rousseau,6.967010309278351
Sam Rousseau,6.748414376321353
Robin Dupont,6.4760994263862335
Owen Mercier,6.736434108527132
Cameron Marin,6.462301587301587
Chris Vincent,6.44466800804829
Sam Giraud,6.6819126819126815
Sam Lefevre,6.783673469387755
Sam Petit,6.9502487562189055
Owen Chevalier,6.698924731182796
Luca Blanc,6.444664031620554
Morgan Lefevre,6.590361445783133
Jamie Vincent,6.541338582677166
Owen Rousseau,6.736434108527132
Cameron Robin,6.60233918128655
Ariel Moreau,6.693251533742331
Morgan Perrin,6.621765096217651
Riley Chevalier,6.561349693251533
Jamie Lefevre,6.830111902339776
Taylor Chevalier,6.674772036474164
Sam Bourgeois,6.311890838206628
Robin Bourgeois,6.726114649681529
Ariel Petit,7.0772357723577235
Cameron Blanc,6.482794577685088
Owen Rousseau,6.307992202729045
Taylor Chevalier,6.4070247933884295
Alex Faure,6.993548387096774
Alex Moreau,7.3037475345167655
Cameron Robin,6.738031914893617
Morgan Petit,6.529531568228106
Alex Giraud,6.27348643006263
Chris Laurent,6.433333333333334
Noa Vincent,6.488888888888889
Taylor Rousseau,6.687374749498998
Taylor Rousseau,6.990215264187867
Casey Bernard,6.594142259414226
Jordan Vincent,6.862706913339824
Riley Laurent,7.023445463812436
Chris Bernard,7.01875
Chris Rousseau,6.711538461538462
Riley Perrin,6.656015037593985
Maya Lefevre,6.965587044534413
Ariel Giraud,6.628019323671498
Drew Fontaine,6.464333781965006
Luca Garnier,6.936781609195402
Sam Lefevre,7.557312252964427
Casey Mercier,6.408536585365853
Maya Faure,6.448897795591182
Alex Faure,6.641199226305609
Sky Marin,7.01875
Noa Moreau,7.05511811023622
Owen Dupont,6.872469635627531
Sasha Petit,6.398809523809524
Noa Rousseau,7.01875
Noa Bernard,6.27348643006263
Luca Petit,7.017857142857143
Sam Marin,6.223360655737705
Cameron Laurent,6.771058315334773
Ariel Mercier,6.787593984962406
Jordan Vincent,6.414529914529915
Chris Garnier,6.123015873015873
Alex Petit,6.470370370370371
Drew Vincent,6.562118126272912
Morgan Blanc,7.05511811023622
Jordan Bourgeois,6.562118126272912
Sky Perrin,6.7197265625
Owen Petit,7.16247582205029
Alex Mercier,6.650148662041626
Casey Lefevre,6.991897366644159
Cameron Bernard,6.990215264187867
Cameron Petit,6.745600804424334
Sky Dupont,6.838071065989848
Luca Mercier,7.039054470709147
Morgan Bourgeois,6.576470588235294
Riley Robin,6.92578125
Ariel Robin,6.695192307692308
Taylor Fontaine,6.831325301204819
Chris Chevalier,6.570564516129032
Jamie Lefevre,6.5
Casey Bernard,6.947261663286004
Sam Bernard,6.4070247933884295
Jamie Giraud,6.27348643006263
Owen Dupont,6.990215264187867
Chris Bourgeois,7.0772357723577235
Jordan Fontaine,6.576470588235294
Taylor Fontaine,6.564346997140134
Alex Faure,6.957528957528957
Jamie Rousseau,6.307992202729045
Chris Bernard,7.004098360655738
Drew Perrin,6.6605691056910565
Chris Faure,6.2824267782426775
Sasha Petit,6.807302231237323
Drew Lefevre,6.540596094552929
Maya Mercier,6.2824267782426775
Ariel Moreau,6.957528957528957
Sky Chevalier,6.750499001996008
Owen Mercier,6.462301587301587
Cameron Garnier,6.621675531914893
Drew Vincent,6.687374749498998
Noa Chevalier,6.627053140096618
Chris Lefevre,6.859213250517598
Alex Marin,7.036734693877551
Drew Perrin,6.492509363295881
Jamie Vincent,6.541338582677166
Robin Fontaine,6.997950819672131
Sasha Robin,6.7008032128514055
Jamie Rousseau,6.6605691056910565
Sasha Rousseau,6.348884381338743
Owen Mercier,6.706706706706707
Owen Faure,6.687374749498998
Alex Bourgeois,6.668
Drew Petit,6.868534482758621
Jamie Rousseau,6.977977977977978
Ariel Petit,6.922606924643585
Ariel Bernard,6.679462571976967
